file_name,apparent_age_avg
005935.jpg,24
005685.jpg,26
006309.jpg,73
005833.jpg,15
007494.jpg,68
005632.jpg,33
005812.jpg,25
006784.jpg,3
006475.jpg,8
005860.jpg,32
007068.jpg,70
005670.jpg,52
006208.jpg,40
005877.jpg,55
006989.jpg,62
005768.jpg,33
006047.jpg,58
006469.jpg,53
005782.jpg,61
006256.jpg,18
005845.jpg,29
006863.jpg,74
006799.jpg,4
005746.jpg,72
006969.jpg,65
005697.jpg,37
005780.jpg,38
005633.jpg,34
006092.jpg,18
005683.jpg,27
006541.jpg,15
005748.jpg,30
005858.jpg,32
005914.jpg,18
006931.jpg,1
006200.jpg,53
006771.jpg,6
007002.jpg,60
006158.jpg,54
005876.jpg,34
006419.jpg,6
006480.jpg,16
006578.jpg,1
005835.jpg,34
006037.jpg,19
005759.jpg,43
005771.jpg,48
006052.jpg,48
006334.jpg,45
006890.jpg,1
005852.jpg,25
005863.jpg,27
006394.jpg,44
005732.jpg,77
005627.jpg,33
006101.jpg,61
005684.jpg,31
006961.jpg,3
007375.jpg,62
005871.jpg,30
006589.jpg,12
005855.jpg,23
006446.jpg,8
006659.jpg,3
006877.jpg,1
006001.jpg,46
006295.jpg,48
006156.jpg,44
006096.jpg,43
006904.jpg,18
006777.jpg,6
005664.jpg,22
005614.jpg,70
005783.jpg,27
005837.jpg,37
005943.jpg,31
006350.jpg,53
006618.jpg,19
007175.jpg,66
005693.jpg,29
006354.jpg,42
006141.jpg,43
005924.jpg,20
005907.jpg,24
005742.jpg,28
005675.jpg,50
005894.jpg,28
005648.jpg,40
005731.jpg,12
005718.jpg,42
005961.jpg,57
006438.jpg,5
005885.jpg,21
006486.jpg,10
006547.jpg,16
006747.jpg,11
005658.jpg,52
006067.jpg,70
006346.jpg,64
006819.jpg,2
006383.jpg,88
005983.jpg,71
005628.jpg,69
006192.jpg,19
006431.jpg,18
005793.jpg,23
006168.jpg,60
006424.jpg,46
006939.jpg,5
005911.jpg,39
005699.jpg,34
005698.jpg,46
006151.jpg,41
007089.jpg,67
005937.jpg,25
005649.jpg,27
005917.jpg,32
006381.jpg,12
006911.jpg,6
006311.jpg,47
006336.jpg,78
006538.jpg,6
006787.jpg,18
005898.jpg,54
006282.jpg,61
005785.jpg,25
005861.jpg,53
005945.jpg,66
005948.jpg,46
006002.jpg,46
006051.jpg,7
005834.jpg,62
006677.jpg,7
006180.jpg,55
006726.jpg,17
006441.jpg,63
006120.jpg,48
006853.jpg,13
005869.jpg,29
005640.jpg,35
006215.jpg,66
006228.jpg,60
005635.jpg,32
005706.jpg,27
006912.jpg,4
005701.jpg,32
007198.jpg,80
006097.jpg,50
006807.jpg,17
006963.jpg,80
005776.jpg,84
005650.jpg,10
006069.jpg,66
006451.jpg,48
005740.jpg,30
005739.jpg,32
005676.jpg,33
006191.jpg,15
006887.jpg,12
005661.jpg,19
007276.jpg,60
005668.jpg,45
005725.jpg,7
006090.jpg,62
005803.jpg,23
006845.jpg,74
006313.jpg,43
005977.jpg,46
005749.jpg,37
005944.jpg,29
005880.jpg,26
005737.jpg,27
007110.jpg,81
006756.jpg,70
005938.jpg,46
005686.jpg,25
005734.jpg,43
005792.jpg,3
006224.jpg,48
005663.jpg,50
005726.jpg,30
005949.jpg,46
006118.jpg,59
006412.jpg,51
006362.jpg,17
005744.jpg,30
007215.jpg,85
006655.jpg,79
005655.jpg,36
006015.jpg,54
006930.jpg,5
006181.jpg,57
005680.jpg,31
006364.jpg,51
005991.jpg,40
005919.jpg,51
005842.jpg,49
006126.jpg,47
006214.jpg,76
006684.jpg,64
006520.jpg,68
005881.jpg,50
005613.jpg,23
005824.jpg,67
005629.jpg,18
005847.jpg,20
006043.jpg,19
006556.jpg,13
005798.jpg,42
006660.jpg,16
006366.jpg,41
007454.jpg,65
005997.jpg,18
007185.jpg,65
005656.jpg,31
006956.jpg,7
005809.jpg,86
006540.jpg,67
006290.jpg,9
006138.jpg,49
006662.jpg,64
006416.jpg,59
005931.jpg,25
007549.jpg,62
005829.jpg,46
005942.jpg,33
006086.jpg,72
005770.jpg,31
006167.jpg,14
006848.jpg,5
007241.jpg,78
006837.jpg,11
006601.jpg,70
006205.jpg,51
005955.jpg,27
006548.jpg,13
006532.jpg,10
006403.jpg,69
007139.jpg,66
005665.jpg,30
006698.jpg,7
006328.jpg,43
006477.jpg,63
005779.jpg,68
006731.jpg,63
005677.jpg,71
006534.jpg,7
007081.jpg,60
006285.jpg,68
006627.jpg,5
006901.jpg,18
005800.jpg,2
005874.jpg,26
007595.jpg,62
005642.jpg,47
005958.jpg,36
005745.jpg,53
006626.jpg,3
006293.jpg,57
006121.jpg,81
005791.jpg,22
005752.jpg,36
006913.jpg,11
007029.jpg,64
005827.jpg,45
005865.jpg,25
007390.jpg,69
005953.jpg,64
006276.jpg,74
005682.jpg,47
005862.jpg,28
005772.jpg,64
006203.jpg,46
006094.jpg,19
005804.jpg,19
005848.jpg,41
007078.jpg,64
005728.jpg,15
006868.jpg,7
006091.jpg,62
006749.jpg,61
006062.jpg,52
005905.jpg,36
005727.jpg,26
005810.jpg,69
006079.jpg,76
007365.jpg,70
005764.jpg,29
006502.jpg,8
006644.jpg,69
006788.jpg,62
006406.jpg,40
006250.jpg,3
006895.jpg,5
005620.jpg,48
005802.jpg,47
007294.jpg,62
006789.jpg,73
006119.jpg,63
006622.jpg,60
006326.jpg,4
007538.jpg,62
006763.jpg,4
005757.jpg,28
006702.jpg,4
006812.jpg,3
005729.jpg,39
006805.jpg,4
005922.jpg,33
005926.jpg,53
006388.jpg,8
006434.jpg,51
006150.jpg,49
006781.jpg,15
006949.jpg,66
005929.jpg,36
005669.jpg,37
005721.jpg,30
006018.jpg,47
006880.jpg,1
006445.jpg,52
006770.jpg,66
005902.jpg,71
005630.jpg,33
005821.jpg,30
006025.jpg,45
006624.jpg,79
006933.jpg,1
006087.jpg,41
005753.jpg,38
005623.jpg,52
006098.jpg,43
006975.jpg,65
005784.jpg,21
006407.jpg,8
005651.jpg,24
006171.jpg,12
006355.jpg,71
005915.jpg,30
006804.jpg,8
006859.jpg,4
006768.jpg,7
005850.jpg,26
005758.jpg,10
005986.jpg,17
005947.jpg,36
005921.jpg,28
006160.jpg,44
005923.jpg,26
005897.jpg,0
005786.jpg,41
005940.jpg,77
006392.jpg,44
006397.jpg,54
006222.jpg,40
006531.jpg,72
005831.jpg,26
005741.jpg,32
006307.jpg,3
006857.jpg,68
007394.jpg,71
005854.jpg,28
006316.jpg,58
005710.jpg,80
005766.jpg,31
006284.jpg,44
005925.jpg,20
005920.jpg,22
005720.jpg,25
005796.jpg,31
005719.jpg,42
005754.jpg,4
005952.jpg,40
006085.jpg,64
006299.jpg,16
006479.jpg,13
005646.jpg,16
005762.jpg,49
005904.jpg,33
006187.jpg,63
007071.jpg,83
005951.jpg,32
006163.jpg,45
007254.jpg,81
005805.jpg,53
006610.jpg,4
006964.jpg,2
006122.jpg,59
005645.jpg,47
005674.jpg,36
006245.jpg,41
006765.jpg,79
005996.jpg,19
005687.jpg,34
006357.jpg,13
007388.jpg,74
006081.jpg,51
006683.jpg,78
005688.jpg,6
006377.jpg,2
005839.jpg,34
007526.jpg,80
006038.jpg,19
005700.jpg,85
006566.jpg,18
007003.jpg,66
005624.jpg,30
006809.jpg,11
006405.jpg,19
005691.jpg,33
005671.jpg,15
006053.jpg,62
005857.jpg,25
006779.jpg,18
006072.jpg,16
005913.jpg,19
006428.jpg,45
006725.jpg,79
006776.jpg,8
005868.jpg,41
006258.jpg,74
006123.jpg,40
005695.jpg,36
005980.jpg,45
005822.jpg,31
005954.jpg,32
006337.jpg,52
007371.jpg,62
005967.jpg,43
006179.jpg,59
006376.jpg,61
006839.jpg,3
006455.jpg,63
005832.jpg,26
006198.jpg,18
005690.jpg,26
005713.jpg,34
005781.jpg,29
006229.jpg,67
005841.jpg,62
006359.jpg,18
006288.jpg,17
005999.jpg,70
006193.jpg,53
006790.jpg,6
006636.jpg,8
006800.jpg,16
005813.jpg,45
006142.jpg,65
005960.jpg,31
005816.jpg,30
006752.jpg,18
006488.jpg,10
007279.jpg,74
005761.jpg,44
007416.jpg,85
006466.jpg,52
005743.jpg,41
005696.jpg,21
