file_name,apparent_age_avg
005722.jpg,24
005647.jpg,31
005841.jpg,62
005938.jpg,46
006142.jpg,65
005748.jpg,30
006276.jpg,74
005932.jpg,60
005739.jpg,32
006493.jpg,5
006237.jpg,3
005653.jpg,34
005750.jpg,47
006285.jpg,68
005999.jpg,70
005639.jpg,55
005998.jpg,46
006540.jpg,67
005643.jpg,54
005886.jpg,46
006038.jpg,19
005883.jpg,68
005710.jpg,80
006229.jpg,67
005687.jpg,34
006235.jpg,17
005682.jpg,47
005785.jpg,25
006446.jpg,8
005741.jpg,32
006727.jpg,80
005711.jpg,35
006655.jpg,79
006431.jpg,18
005916.jpg,49
006065.jpg,17
006580.jpg,78
006191.jpg,15
006187.jpg,63
005638.jpg,29
005824.jpg,67
006252.jpg,95
006845.jpg,74
005830.jpg,43
006398.jpg,12
005744.jpg,30
006177.jpg,17
005792.jpg,3
005806.jpg,89
006963.jpg,80
005895.jpg,53
006857.jpg,68
006622.jpg,60
005692.jpg,64
005632.jpg,33
006338.jpg,60
005897.jpg,0
005745.jpg,53
005964.jpg,56
006069.jpg,66
006230.jpg,10
006248.jpg,19
005630.jpg,33
005795.jpg,58
005823.jpg,11
005727.jpg,26
006376.jpg,61
006326.jpg,4
005738.jpg,36
006250.jpg,3
005670.jpg,52
005813.jpg,45
005645.jpg,47
005767.jpg,42
006346.jpg,64
005898.jpg,54
006520.jpg,68
005662.jpg,45
006739.jpg,64
006789.jpg,73
006256.jpg,18
005986.jpg,17
005658.jpg,52
006037.jpg,19
005967.jpg,43
006100.jpg,81
006524.jpg,17
006844.jpg,61
005802.jpg,47
005735.jpg,22
005755.jpg,24
006339.jpg,60
005949.jpg,46
005761.jpg,44
005684.jpg,31
005740.jpg,30
005713.jpg,34
005913.jpg,19
006214.jpg,76
005656.jpg,31
006009.jpg,55
005618.jpg,35
005620.jpg,48
005945.jpg,66
005712.jpg,10
006072.jpg,16
005625.jpg,30
005890.jpg,41
005936.jpg,4
005619.jpg,26
006383.jpg,88
005983.jpg,71
005629.jpg,18
005778.jpg,50
005728.jpg,15
005997.jpg,18
006273.jpg,76
005659.jpg,38
005704.jpg,27
005691.jpg,33
006700.jpg,62
005654.jpg,30
005808.jpg,78
005613.jpg,23
005734.jpg,43
006765.jpg,79
006288.jpg,17
005675.jpg,50
005853.jpg,46
006299.jpg,16
006086.jpg,72
005849.jpg,56
006307.jpg,3
005696.jpg,21
005742.jpg,28
005634.jpg,23
005747.jpg,31
005614.jpg,70
006067.jpg,70
005754.jpg,4
005708.jpg,30
005787.jpg,38
006662.jpg,64
006017.jpg,42
006282.jpg,61
005657.jpg,39
005650.jpg,10
005665.jpg,30
005789.jpg,65
005769.jpg,85
006198.jpg,18
005781.jpg,29
005784.jpg,21
006381.jpg,12
005810.jpg,69
005805.jpg,53
005617.jpg,25
006417.jpg,1
006359.jpg,18
005633.jpg,34
005867.jpg,65
006362.jpg,17
006488.jpg,10
006430.jpg,11
005762.jpg,49
005622.jpg,57
005674.jpg,36
006183.jpg,14
005623.jpg,52
005683.jpg,27
005766.jpg,31
006788.jpg,62
005678.jpg,34
005994.jpg,13
005701.jpg,32
005721.jpg,30
005771.jpg,48
005783.jpg,27
005864.jpg,41
006486.jpg,10
007215.jpg,85
005719.jpg,42
005726.jpg,30
005953.jpg,64
005892.jpg,69
005751.jpg,27
006441.jpg,63
005702.jpg,30
005731.jpg,12
005642.jpg,47
006624.jpg,79
005628.jpg,69
006266.jpg,1
006008.jpg,19
005693.jpg,29
006357.jpg,13
005615.jpg,55
005961.jpg,57
005800.jpg,2
005673.jpg,66
005699.jpg,34
005909.jpg,56
006027.jpg,44
006174.jpg,11
005631.jpg,42
006601.jpg,70
005753.jpg,38
005689.jpg,26
006388.jpg,8
006085.jpg,64
006094.jpg,19
005679.jpg,27
006092.jpg,18
005927.jpg,54
005685.jpg,26
005695.jpg,36
005729.jpg,39
005637.jpg,43
006178.jpg,15
006168.jpg,60
006455.jpg,63
006119.jpg,63
005700.jpg,85
005977.jpg,46
005794.jpg,47
006746.jpg,81
005764.jpg,29
